,d1,d2,d3,c1,c2,c3,participant
48,1.0,8.0,6.0,Blue,Red,Green,10
49,9.0,2.0,4.0,Purple,Orange,Gray,10
50,5.0,7.0,3.0,Yellow,Pink,Brown,10
51,9.0,2.0,4.0,Purple,Orange,Gray,10
52,,,,,,,10
53,1.0,8.0,6.0,Yellow,Pink,Brown,10
54,5.0,7.0,3.0,Blue,Red,Green,10
55,9.0,2.0,4.0,Purple,Orange,Gray,10
56,1.0,8.0,6.0,Yellow,Pink,Brown,10
57,5.0,7.0,3.0,Purple,Orange,Gray,10
58,1.0,8.0,6.0,Blue,Red,Green,10
59,9.0,2.0,4.0,Yellow,Pink,Brown,10
60,1.0,8.0,6.0,Purple,Orange,Gray,10
61,9.0,2.0,4.0,Blue,Red,Green,10
62,5.0,7.0,3.0,Yellow,Pink,Brown,10
63,1.0,8.0,6.0,Purple,Orange,Gray,10
64,9.0,2.0,4.0,Yellow,Pink,Brown,10
65,5.0,7.0,3.0,Purple,Orange,Gray,10
66,,,,,,,10
67,9.0,2.0,4.0,Yellow,Pink,Brown,10
68,1.0,8.0,6.0,Blue,Red,Green,10
69,9.0,2.0,4.0,Yellow,Pink,Brown,10
70,5.0,7.0,3.0,Purple,Orange,Gray,10
71,1.0,8.0,6.0,Blue,Red,Green,10
72,5.0,7.0,3.0,Yellow,Pink,Brown,10
73,9.0,2.0,4.0,Purple,Orange,Gray,10
74,1.0,8.0,6.0,Blue,Red,Green,10
75,5.0,7.0,3.0,Purple,Orange,Gray,10
76,,,,,,,10
77,1.0,8.0,6.0,Blue,Red,Green,10
78,9.0,2.0,4.0,Purple,Orange,Gray,10
79,5.0,7.0,3.0,Blue,Red,Green,10
80,1.0,8.0,6.0,Yellow,Pink,Brown,10
81,9.0,2.0,4.0,Purple,Orange,Gray,10
82,1.0,8.0,6.0,Blue,Red,Green,10
83,5.0,7.0,3.0,Yellow,Pink,Brown,10
84,9.0,2.0,4.0,Blue,Red,Green,10
85,5.0,7.0,3.0,Purple,Orange,Gray,10
86,1.0,8.0,6.0,Yellow,Pink,Brown,10
87,9.0,2.0,4.0,Purple,Orange,Gray,10
88,1.0,8.0,6.0,Blue,Red,Green,10
89,5.0,7.0,3.0,Yellow,Pink,Brown,10
90,9.0,2.0,4.0,Purple,Orange,Gray,10
91,1.0,8.0,6.0,Blue,Red,Green,10
92,9.0,2.0,4.0,Yellow,Pink,Brown,10
93,1.0,8.0,6.0,Blue,Red,Green,10
94,5.0,7.0,3.0,Yellow,Pink,Brown,10
95,1.0,8.0,6.0,Purple,Orange,Gray,10
96,5.0,7.0,3.0,Yellow,Pink,Brown,10
97,9.0,2.0,4.0,Blue,Red,Green,10
98,5.0,7.0,3.0,Purple,Orange,Gray,10
99,9.0,2.0,4.0,Blue,Red,Green,10
100,5.0,7.0,3.0,Purple,Orange,Gray,10
101,9.0,2.0,4.0,Blue,Red,Green,10
102,1.0,8.0,6.0,Purple,Orange,Gray,10
103,9.0,2.0,4.0,Blue,Red,Green,10
104,1.0,8.0,6.0,Yellow,Pink,Brown,10
105,9.0,2.0,4.0,Blue,Red,Green,10
106,5.0,7.0,3.0,Yellow,Pink,Brown,10
107,1.0,8.0,6.0,Purple,Orange,Gray,10
108,,,,,,,10
109,5.0,7.0,3.0,Yellow,Pink,Brown,10
110,9.0,2.0,4.0,Purple,Orange,Gray,10
111,5.0,7.0,3.0,Yellow,Pink,Brown,10
112,,,,,,,10
113,9.0,2.0,4.0,Purple,Orange,Gray,10
114,5.0,7.0,3.0,Blue,Red,Green,10
115,,,,,,,10
116,1.0,8.0,6.0,Yellow,Pink,Brown,10
117,,,,,,,10
118,5.0,7.0,3.0,Purple,Orange,Gray,10
119,1.0,8.0,6.0,Blue,Red,Green,10
120,5.0,7.0,3.0,Purple,Orange,Gray,10
121,9.0,2.0,4.0,Blue,Red,Green,10
122,5.0,7.0,3.0,Purple,Orange,Gray,10
123,1.0,8.0,6.0,Yellow,Pink,Brown,10
124,9.0,2.0,4.0,Purple,Orange,Gray,10
125,1.0,8.0,6.0,Blue,Red,Green,10
126,5.0,7.0,3.0,Yellow,Pink,Brown,10
127,9.0,2.0,4.0,Purple,Orange,Gray,10
128,5.0,7.0,3.0,Yellow,Pink,Brown,10
129,9.0,2.0,4.0,Blue,Red,Green,10
130,5.0,7.0,3.0,Yellow,Pink,Brown,10
131,9.0,2.0,4.0,Purple,Orange,Gray,10
132,1.0,8.0,6.0,Blue,Red,Green,10
133,9.0,2.0,4.0,Yellow,Pink,Brown,10
134,1.0,8.0,6.0,Blue,Red,Green,10
135,9.0,2.0,4.0,Yellow,Pink,Brown,10
136,,,,,,,10
137,1.0,8.0,6.0,Purple,Orange,Gray,10
138,5.0,7.0,3.0,Blue,Red,Green,10
139,1.0,8.0,6.0,Purple,Orange,Gray,10
140,,,,,,,10
141,5.0,7.0,3.0,Yellow,Pink,Brown,10
142,1.0,8.0,6.0,Purple,Orange,Gray,10
143,,,,,,,10
144,5.0,7.0,3.0,Blue,Red,Green,10
145,1.0,8.0,6.0,Purple,Orange,Gray,10
146,5.0,7.0,3.0,Blue,Red,Green,10
147,9.0,2.0,4.0,Purple,Orange,Gray,10
148,1.0,8.0,6.0,,,,10
