,d1,d2,d3,c1,c2,c3,participant
72,5.0,7.0,3.0,Purple,Orange,Gray,2
73,9.0,2.0,4.0,Blue,Red,Green,2
74,1.0,8.0,6.0,Purple,Orange,Gray,2
75,9.0,2.0,4.0,Yellow,Pink,Brown,2
76,1.0,8.0,6.0,Blue,Red,Green,2
77,9.0,2.0,4.0,Yellow,Pink,Brown,2
78,1.0,8.0,6.0,Purple,Orange,Gray,2
79,9.0,2.0,4.0,Yellow,Pink,Brown,2
80,5.0,7.0,3.0,Blue,Red,Green,2
81,9.0,2.0,4.0,Yellow,Pink,Brown,2
82,5.0,7.0,3.0,Purple,Orange,Gray,2
83,1.0,8.0,6.0,Blue,Red,Green,2
84,,,,,,,2
85,9.0,2.0,4.0,Yellow,Pink,Brown,2
86,5.0,7.0,3.0,Blue,Red,Green,2
87,1.0,8.0,6.0,Yellow,Pink,Brown,2
88,9.0,2.0,4.0,Blue,Red,Green,2
89,1.0,8.0,6.0,Yellow,Pink,Brown,2
90,9.0,2.0,4.0,Blue,Red,Green,2
91,,,,,,,2
92,5.0,7.0,3.0,Yellow,Pink,Brown,2
93,9.0,2.0,4.0,Purple,Orange,Gray,2
94,5.0,7.0,3.0,Blue,Red,Green,2
95,9.0,2.0,4.0,Yellow,Pink,Brown,2
96,1.0,8.0,6.0,Purple,Orange,Gray,2
97,,,,,,,2
98,9.0,2.0,4.0,Yellow,Pink,Brown,2
99,1.0,8.0,6.0,Purple,Orange,Gray,2
100,5.0,7.0,3.0,Yellow,Pink,Brown,2
101,1.0,8.0,6.0,Purple,Orange,Gray,2
102,9.0,2.0,4.0,Blue,Red,Green,2
103,5.0,7.0,3.0,Yellow,Pink,Brown,2
104,1.0,8.0,6.0,Blue,Red,Green,2
105,,,,,,,2
106,9.0,2.0,4.0,Purple,Orange,Gray,2
107,5.0,7.0,3.0,Blue,Red,Green,2
108,1.0,8.0,6.0,Yellow,Pink,Brown,2
109,,,,,,,2
110,9.0,2.0,4.0,Purple,Orange,Gray,2
111,5.0,7.0,3.0,Blue,Red,Green,2
112,1.0,8.0,6.0,Yellow,Pink,Brown,2
113,9.0,2.0,4.0,Blue,Red,Green,2
114,5.0,7.0,3.0,Purple,Orange,Gray,2
115,1.0,8.0,6.0,Blue,Red,Green,2
116,9.0,2.0,4.0,Purple,Orange,Gray,2
117,5.0,7.0,3.0,Yellow,Pink,Brown,2
118,1.0,8.0,6.0,Purple,Orange,Gray,2
119,9.0,2.0,4.0,Yellow,Pink,Brown,2
120,1.0,8.0,6.0,Blue,Red,Green,2
121,5.0,7.0,3.0,Yellow,Pink,Brown,2
122,9.0,2.0,4.0,Blue,Red,Green,2
123,5.0,7.0,3.0,Purple,Orange,Gray,2
124,9.0,2.0,4.0,Yellow,Pink,Brown,2
125,5.0,7.0,3.0,Blue,Red,Green,2
126,9.0,2.0,4.0,Purple,Orange,Gray,2
127,5.0,7.0,3.0,Yellow,Pink,Brown,2
128,1.0,8.0,6.0,Blue,Red,Green,2
129,,,,,,,2
130,9.0,2.0,4.0,Purple,Orange,Gray,2
131,1.0,8.0,6.0,Yellow,Pink,Brown,2
132,5.0,7.0,3.0,Blue,Red,Green,2
133,1.0,8.0,6.0,Yellow,Pink,Brown,2
134,5.0,7.0,3.0,Blue,Red,Green,2
135,1.0,8.0,6.0,Yellow,Pink,Brown,2
136,9.0,2.0,4.0,Blue,Red,Green,2
137,5.0,7.0,3.0,Purple,Orange,Gray,2
138,9.0,2.0,4.0,Yellow,Pink,Brown,2
139,1.0,8.0,6.0,Blue,Red,Green,2
140,5.0,7.0,3.0,Purple,Orange,Gray,2
141,9.0,2.0,4.0,Blue,Red,Green,2
142,1.0,8.0,6.0,Purple,Orange,Gray,2
143,9.0,2.0,4.0,Blue,Red,Green,2
144,1.0,8.0,6.0,Purple,Orange,Gray,2
145,9.0,2.0,4.0,Yellow,Pink,Brown,2
146,5.0,7.0,3.0,Purple,Orange,Gray,2
147,1.0,8.0,6.0,Blue,Red,Green,2
148,5.0,7.0,3.0,,,,2
