dot_values,colour_values,participant,.thisRepN,.thisTrialN,.thisN,.thisIndex,response,response_time,date,
8.0,Green,111,0,74,74,74,m,0.137213945389,2016_Jul_08_1050,
6.0,Purple,111,0,75,75,75,m,0.29701590538,2016_Jul_08_1050,
5.0,Orange,111,0,76,76,76,m,0.257020950317,2016_Jul_08_1050,
7.0,DarkGray,111,0,77,77,77,m,0.185368776321,2016_Jul_08_1050,
3.0,Blue,111,0,78,78,78,m,0.289191007614,2016_Jul_08_1050,
1.0,Red,111,0,79,79,79,m,0.265341043472,2016_Jul_08_1050,
8.0,Green,111,0,80,80,80,m,0.273091077805,2016_Jul_08_1050,
6.0,Purple,111,0,81,81,81,m,0.257354021072,2016_Jul_08_1050,
9.0,Orange,111,0,82,82,82,m,0.272864818573,2016_Jul_08_1050,
2.0,DarkGray,111,0,83,83,83,m,0.336829900742,2016_Jul_08_1050,
4.0,Yellow,111,0,84,84,84,m,0.31312918663,2016_Jul_08_1050,
1.0,LightPink,111,0,85,85,85,m,0.288925170898,2016_Jul_08_1050,
8.0,Brown,111,0,86,86,86,m,0.305168867111,2016_Jul_08_1050,
6.0,Blue,111,0,87,87,87,m,0.361184120178,2016_Jul_08_1050,
5.0,Red,111,0,88,88,88,m,0.377112150192,2016_Jul_08_1050,
7.0,Green,111,0,89,89,89,m,0.360818862915,2016_Jul_08_1050,
3.0,Yellow,111,0,90,90,90,m,0.352998018265,2016_Jul_08_1050,
1.0,LightPink,111,0,91,91,91,m,0.368980884552,2016_Jul_08_1050,
8.0,Brown,111,0,92,92,92,m,0.385049104691,2016_Jul_08_1050,
6.0,Blue,111,0,93,93,93,m,0.36905002594,2016_Jul_08_1050,
9.0,Red,111,0,94,94,94,m,0.393074035645,2016_Jul_08_1050,
nan,nan,111,0,95,95,95,z,0.409034967422,2016_Jul_08_1050,
2.0,Green,111,0,96,96,96,m,0.361001968384,2016_Jul_08_1050,
nan,nan,111,0,97,97,97,,,2016_Jul_08_1050,
4.0,Purple,111,0,98,98,98,m,0.393069028854,2016_Jul_08_1050,
1.0,Orange,111,0,99,99,99,m,0.408836126328,2016_Jul_08_1050,
8.0,DarkGray,111,0,100,100,100,m,0.384871006012,2016_Jul_08_1050,
6.0,Yellow,111,0,101,101,101,m,0.31279706955,2016_Jul_08_1050,
9.0,LightPink,111,0,102,102,102,m,0.416862010956,2016_Jul_08_1050,
2.0,Brown,111,0,103,103,103,,,2016_Jul_08_1050,
nan,nan,111,0,104,104,104,z,0.400731086731,2016_Jul_08_1050,
4.0,Blue,111,0,105,105,105,m,0.312886953354,2016_Jul_08_1050,
1.0,Red,111,0,106,106,106,m,0.256906986237,2016_Jul_08_1050,
8.0,Green,111,0,107,107,107,m,0.104558944702,2016_Jul_08_1050,
6.0,Yellow,111,0,108,108,108,m,0.0808598995209,2016_Jul_08_1050,
9.0,LightPink,111,0,109,109,109,m,0.0889160633087,2016_Jul_08_1050,
2.0,Brown,111,0,110,110,110,m,0.0565090179443,2016_Jul_08_1050,
4.0,Purple,111,0,111,111,111,m,0.0727260112762,2016_Jul_08_1050,
1.0,Orange,111,0,112,112,112,m,0.0325360298157,2016_Jul_08_1050,
nan,nan,111,0,113,113,113,z,0.520547151566,2016_Jul_08_1050,
8.0,DarkGray,111,0,114,114,114,m,0.480535984039,2016_Jul_08_1050,
6.0,Yellow,111,0,115,115,115,m,0.30469083786,2016_Jul_08_1050,
5.0,LightPink,111,0,116,116,116,m,0.248545885086,2016_Jul_08_1050,
nan,nan,111,0,117,117,117,m,0.144534111023,2016_Jul_08_1050,
7.0,Brown,111,0,118,118,118,m,0.328446149826,2016_Jul_08_1050,
3.0,Purple,111,0,119,119,119,m,0.23263001442,2016_Jul_08_1050,
1.0,Orange,111,0,120,120,120,m,0.304602861404,2016_Jul_08_1050,
nan,nan,111,0,121,121,121,z,0.416598081589,2016_Jul_08_1050,
8.0,DarkGray,111,0,122,122,122,m,0.320418119431,2016_Jul_08_1050,
nan,nan,111,0,123,123,123,m,0.160520076752,2016_Jul_08_1050,
6.0,Yellow,111,0,124,124,124,m,0.352267980576,2016_Jul_08_1050,
9.0,LightPink,111,0,125,125,125,m,0.272425174713,2016_Jul_08_1050,
2.0,Brown,111,0,126,126,126,m,0.320573091507,2016_Jul_08_1050,
4.0,Purple,111,0,127,127,127,m,0.328543901443,2016_Jul_08_1050,
1.0,Orange,111,0,128,128,128,m,0.304627895355,2016_Jul_08_1050,
8.0,DarkGray,111,0,129,129,129,m,0.336364984512,2016_Jul_08_1050,
nan,nan,111,0,130,130,130,z,0.424499034882,2016_Jul_08_1050,
6.0,Blue,111,0,131,131,131,m,0.320218086243,2016_Jul_08_1050,
5.0,Red,111,0,132,132,132,m,0.488517045975,2016_Jul_08_1050,
7.0,Green,111,0,133,133,133,m,0.536550045013,2016_Jul_08_1050,
3.0,Purple,111,0,134,134,134,,,2016_Jul_08_1050,
1.0,Orange,111,0,135,135,135,,,2016_Jul_08_1050,
8.0,DarkGray,111,0,136,136,136,,,2016_Jul_08_1050,
6.0,Blue,111,0,137,137,137,,,2016_Jul_08_1050,
5.0,Red,111,0,138,138,138,,,2016_Jul_08_1050,
7.0,Green,111,0,139,139,139,m,0.0241949558258,2016_Jul_08_1050,
3.0,Yellow,111,0,140,140,140,m,0.232325077057,2016_Jul_08_1050,
1.0,LightPink,111,0,141,141,141,m,0.296165943146,2016_Jul_08_1050,
8.0,Brown,111,0,142,142,142,m,0.288318157196,2016_Jul_08_1050,
nan,nan,111,0,143,143,143,z,0.384432077408,2016_Jul_08_1050,
6.0,Purple,111,0,144,144,144,m,0.280076980591,2016_Jul_08_1050,
5.0,Orange,111,0,145,145,145,m,0.272453069687,2016_Jul_08_1050,
7.0,DarkGray,111,0,146,146,146,m,0.28021979332,2016_Jul_08_1050,
3.0,Blue,111,0,147,147,147,m,0.27244591713,2016_Jul_08_1050,
9.0,Red,111,0,148,148,148,m,0.312216997147,2016_Jul_08_1050,
nan,nan,111,0,149,149,149,z,0.416339874268,2016_Jul_08_1050,
2.0,Green,111,0,150,150,150,m,0.20011806488,2016_Jul_08_1050,
4.0,Purple,111,0,151,151,151,m,0.128257989883,2016_Jul_08_1050,
5.0,Orange,111,0,152,152,152,m,0.12803196907,2016_Jul_08_1050,
7.0,DarkGray,111,0,153,153,153,m,0.143998861313,2016_Jul_08_1050,
3.0,Yellow,111,0,154,154,154,m,0.112034082413,2016_Jul_08_1050,
9.0,LightPink,111,0,155,155,155,m,0.0801351070404,2016_Jul_08_1050,
2.0,Brown,111,0,156,156,156,m,0.119954109192,2016_Jul_08_1050,
4.0,Purple,111,0,157,157,157,m,0.104069948196,2016_Jul_08_1050,
5.0,Orange,111,0,158,158,158,m,0.232089042664,2016_Jul_08_1050,
7.0,DarkGray,111,0,159,159,159,m,0.25628900528,2016_Jul_08_1050,
3.0,Blue,111,0,160,160,160,m,0.27991104126,2016_Jul_08_1050,
9.0,Red,111,0,161,161,161,m,0.232199907303,2016_Jul_08_1050,
2.0,Green,111,0,162,162,162,m,0.24023604393,2016_Jul_08_1050,
4.0,Purple,111,0,163,163,163,m,0.272322893143,2016_Jul_08_1050,
1.0,Orange,111,0,164,164,164,m,0.24812412262,2016_Jul_08_1050,
8.0,DarkGray,111,0,165,165,165,m,0.200196027756,2016_Jul_08_1050,
6.0,Blue,111,0,166,166,166,m,0.336068868637,2016_Jul_08_1050,
5.0,Red,111,0,167,167,167,m,0.264203071594,2016_Jul_08_1050,
7.0,Green,111,0,168,168,168,m,0.280202865601,2016_Jul_08_1050,
3.0,Purple,111,0,169,169,169,m,0.29629611969,2016_Jul_08_1050,
1.0,Orange,111,0,170,170,170,m,0.247977972031,2016_Jul_08_1050,
8.0,DarkGray,111,0,171,171,171,m,0.255880832672,2016_Jul_08_1050,
6.0,Yellow,111,0,172,172,172,m,0.231980085373,2016_Jul_08_1050,
5.0,LightPink,111,0,173,173,173,m,0.191989898682,2016_Jul_08_1050,
7.0,Brown,111,0,174,174,174,m,0.191888809204,2016_Jul_08_1050,
3.0,Purple,111,0,175,175,175,m,0.152132034302,2016_Jul_08_1050,
9.0,Orange,111,0,176,176,176,m,0.111791133881,2016_Jul_08_1050,
2.0,DarkGray,111,0,177,177,177,m,0.0880692005157,2016_Jul_08_1050,
4.0,Blue,111,0,178,178,178,m,0.0720679759979,2016_Jul_08_1050,
1.0,Red,111,0,179,179,179,m,0.0721108913422,2016_Jul_08_1050,
nan,nan,111,0,180,180,180,m,0.063903093338,2016_Jul_08_1050,
8.0,Green,111,0,181,181,181,m,0.247745037079,2016_Jul_08_1050,
6.0,Yellow,111,0,182,182,182,m,0.207878112793,2016_Jul_08_1050,
nan,nan,111,0,183,183,183,m,0.12792801857,2016_Jul_08_1050,
5.0,LightPink,111,0,184,184,184,m,0.279683828354,2016_Jul_08_1050,
7.0,Brown,111,0,185,185,185,m,0.415904998779,2016_Jul_08_1050,
3.0,Purple,111,0,186,186,186,m,0.311890125275,2016_Jul_08_1050,
1.0,Orange,111,0,187,187,187,m,0.247637987137,2016_Jul_08_1050,
8.0,DarkGray,111,0,188,188,188,m,0.199759960175,2016_Jul_08_1050,
6.0,Blue,111,0,189,189,189,m,0.151755094528,2016_Jul_08_1050,
9.0,Red,111,0,190,190,190,m,0.111737966537,2016_Jul_08_1050,
2.0,Green,111,0,191,191,191,m,0.0959548950195,2016_Jul_08_1050,
4.0,Purple,111,0,192,192,192,m,0.0799291133881,2016_Jul_08_1050,
5.0,Orange,111,0,193,193,193,m,0.0559630393982,2016_Jul_08_1050,
7.0,DarkGray,111,0,194,194,194,m,0.0720188617706,2016_Jul_08_1050,
3.0,Blue,111,0,195,195,195,m,0.103770971298,2016_Jul_08_1050,
9.0,Red,111,0,196,196,196,m,0.0957169532776,2016_Jul_08_1050,
2.0,Green,111,0,197,197,197,m,0.119796991348,2016_Jul_08_1050,
4.0,Purple,111,0,198,198,198,m,0.0796489715576,2016_Jul_08_1050,
1.0,Orange,111,0,199,199,199,m,0.0797491073608,2016_Jul_08_1050,
8.0,DarkGray,111,0,200,200,200,m,0.0318598747253,2016_Jul_08_1050,
6.0,Yellow,111,0,201,201,201,,,2016_Jul_08_1050,
5.0,LightPink,111,0,202,202,202,m,0.0398509502411,2016_Jul_08_1050,
7.0,Brown,111,0,203,203,203,m,0.0315890312195,2016_Jul_08_1050,
3.0,Purple,111,0,204,204,204,m,0.0398650169373,2016_Jul_08_1050,
nan,nan,111,0,205,205,205,m,0.0398271083832,2016_Jul_08_1050,
9.0,Orange,111,0,206,206,206,m,0.303865194321,2016_Jul_08_1050,
2.0,DarkGray,111,0,207,207,207,m,0.327683925629,2016_Jul_08_1050,
4.0,Blue,111,0,208,208,208,m,0.343643903732,2016_Jul_08_1050,
5.0,Red,111,0,209,209,209,m,0.327711820602,2016_Jul_08_1050,
7.0,Green,111,0,210,210,210,m,0.255851984024,2016_Jul_08_1050,
3.0,Yellow,111,0,211,211,211,m,0.319473028183,2016_Jul_08_1050,
9.0,LightPink,111,0,212,212,212,m,0.383568048477,2016_Jul_08_1050,
2.0,Brown,111,0,213,213,213,m,0.40755200386,2016_Jul_08_1050,
4.0,Blue,111,0,214,214,214,m,0.39169883728,2016_Jul_08_1050,
5.0,Red,111,0,215,215,215,m,0.335715055466,2016_Jul_08_1050,
7.0,Green,111,0,216,216,216,m,0.279539823532,2016_Jul_08_1050,
3.0,Purple,111,0,217,217,217,m,0.175604820251,2016_Jul_08_1050,
9.0,Orange,111,0,218,218,218,m,0.135817050934,2016_Jul_08_1050,
2.0,DarkGray,111,0,219,219,219,m,0.0476570129395,2016_Jul_08_1050,
4.0,Yellow,111,0,220,220,220,m,0.0237011909485,2016_Jul_08_1050,
5.0,LightPink,111,0,221,221,221,m,0.0156059265137,2016_Jul_08_1050,
nan,nan,111,0,222,222,222,,,2016_Jul_08_1050,
7.0,Brown,111,0,223,223,223,m,0.183485984802,2016_Jul_08_1050,
3.0,Blue,111,0,224,224,224,m,0.175559997559,2016_Jul_08_1050,
9.0,Red,111,0,225,225,225,m,0.119371891022,2016_Jul_08_1050,
2.0,Green,111,0,226,226,226,m,0.127437114716,2016_Jul_08_1050,
4.0,Purple,111,0,227,227,227,m,0.0953869819641,2016_Jul_08_1050,
1.0,Orange,111,0,228,228,228,m,0.0556509494781,2016_Jul_08_1050,
8.0,DarkGray,111,0,229,229,229,m,0.0471589565277,2016_Jul_08_1050,
6.0,Yellow,111,0,230,230,230,m,0.231601953506,2016_Jul_08_1050,
nan,nan,111,0,231,231,231,m,0.143232107162,2016_Jul_08_1050,
5.0,LightPink,111,0,232,232,232,m,0.167552947998,2016_Jul_08_1050,
7.0,Brown,111,0,233,233,233,m,0.159435033798,2016_Jul_08_1050,
3.0,Purple,111,0,234,234,234,m,0.175132036209,2016_Jul_08_1050,
1.0,Orange,111,0,235,235,235,m,0.231403827667,2016_Jul_08_1050,
8.0,DarkGray,111,0,236,236,236,m,0.175049781799,2016_Jul_08_1050,
6.0,Yellow,111,0,237,237,237,m,0.279314041138,2016_Jul_08_1050,
5.0,LightPink,111,0,238,238,238,m,0.295492172241,2016_Jul_08_1050,
7.0,Brown,111,0,239,239,239,m,0.327471971512,2016_Jul_08_1050,
3.0,Blue,111,0,240,240,240,m,0.34331202507,2016_Jul_08_1050,
9.0,Red,111,0,241,241,241,m,0.359012842178,2016_Jul_08_1050,
2.0,Green,111,0,242,242,242,m,0.391077041626,2016_Jul_08_1050,
4.0,Purple,111,0,243,243,243,m,0.503026008606,2016_Jul_08_1050,
nan,nan,111,0,244,244,244,z,0.431271791458,2016_Jul_08_1050,
1.0,Orange,111,0,245,245,245,m,0.295294046402,2016_Jul_08_1050,
8.0,DarkGray,111,0,246,246,246,m,0.287389039993,2016_Jul_08_1050,
6.0,Yellow,111,0,247,247,247,m,0.311019182205,2016_Jul_08_1050,
5.0,LightPink,111,0,248,248,248,m,0.351149082184,2016_Jul_08_1050,
7.0,Brown,111,0,249,249,249,m,0.327118873596,2016_Jul_08_1050,
3.0,Purple,111,0,250,250,250,m,0.351088047028,2016_Jul_08_1050,
1.0,Orange,111,0,251,251,251,m,0.351016998291,2016_Jul_08_1050,
8.0,DarkGray,111,0,252,252,252,z,0.463086843491,2016_Jul_08_1050,
6.0,Yellow,111,0,253,253,253,m,0.335293054581,2016_Jul_08_1050,
9.0,LightPink,111,0,254,254,254,m,0.439222812653,2016_Jul_08_1050,
2.0,Brown,111,0,255,255,255,m,0.575027942657,2016_Jul_08_1050,
4.0,Blue,111,0,256,256,256,,,2016_Jul_08_1050,
1.0,Red,111,0,257,257,257,,,2016_Jul_08_1050,
8.0,Green,111,0,258,258,258,,,2016_Jul_08_1050,
6.0,Yellow,111,0,259,259,259,,,2016_Jul_08_1050,
9.0,LightPink,111,0,260,260,260,,,2016_Jul_08_1050,
2.0,Brown,111,0,261,261,261,m,0.0550248622894,2016_Jul_08_1050,
4.0,Blue,111,0,262,262,262,m,0.0950119495392,2016_Jul_08_1050,
1.0,Red,111,0,263,263,263,m,0.303166151047,2016_Jul_08_1050,
8.0,Green,111,0,264,264,264,m,0.343168020248,2016_Jul_08_1050,
6.0,Yellow,111,0,265,265,265,m,0.375126123428,2016_Jul_08_1050,
5.0,LightPink,111,0,266,266,266,m,0.327024936676,2016_Jul_08_1050,
7.0,Brown,111,0,267,267,267,m,0.310812950134,2016_Jul_08_1050,
3.0,Purple,111,0,268,268,268,m,0.271084070206,2016_Jul_08_1050,
9.0,Orange,111,0,269,269,269,m,0.287053823471,2016_Jul_08_1050,
2.0,DarkGray,111,0,270,270,270,m,0.255178928375,2016_Jul_08_1050,
4.0,Blue,111,0,271,271,271,m,0.263020992279,2016_Jul_08_1050,
1.0,Red,111,0,272,272,272,m,0.22273015976,2016_Jul_08_1050,
8.0,Green,111,0,273,273,273,m,0.231224060059,2016_Jul_08_1050,
6.0,Yellow,111,0,274,274,274,m,0.19889497757,2016_Jul_08_1050,
nan,nan,111,0,275,275,275,m,0.286890029907,2016_Jul_08_1050,
9.0,LightPink,111,0,276,276,276,m,0.255070209503,2016_Jul_08_1050,
2.0,Brown,111,0,277,277,277,m,0.310959100723,2016_Jul_08_1050,
4.0,Purple,111,0,278,278,278,m,0.542767047882,2016_Jul_08_1050,
1.0,Orange,111,0,279,279,279,,,2016_Jul_08_1050,
8.0,DarkGray,111,0,280,280,280,m,0.111014127731,2016_Jul_08_1050,
nan,nan,111,0,281,281,281,m,0.254848957062,2016_Jul_08_1050,
6.0,Blue,111,0,282,282,282,m,0.391002178192,2016_Jul_08_1050,
9.0,Red,111,0,283,283,283,m,0.502617835999,2016_Jul_08_1050,
2.0,Green,111,0,284,284,284,m,0.550714969635,2016_Jul_08_1050,
4.0,Purple,111,0,285,285,285,,,2016_Jul_08_1050,
5.0,Orange,111,0,286,286,286,,,2016_Jul_08_1050,
7.0,DarkGray,111,0,287,287,287,m,0.0626740455627,2016_Jul_08_1050,
3.0,Yellow,111,0,288,288,288,m,0.294826030731,2016_Jul_08_1050,
1.0,LightPink,111,0,289,289,289,m,0.2948179245,2016_Jul_08_1050,
8.0,Brown,111,0,290,290,290,m,0.310793876648,2016_Jul_08_1050,
6.0,Blue,111,0,291,291,291,m,0.310904026031,2016_Jul_08_1050,
nan,nan,111,0,292,292,292,z,0.438710927963,2016_Jul_08_1050,
9.0,Red,111,0,293,293,293,m,0.374909162521,2016_Jul_08_1050,
2.0,Green,111,0,294,294,294,m,0.310543060303,2016_Jul_08_1050,
4.0,Yellow,111,0,295,295,295,m,0.254615068436,2016_Jul_08_1050,
1.0,LightPink,111,0,296,296,296,m,0.262544870377,2016_Jul_08_1050,
8.0,Brown,111,0,297,297,297,m,0.206947803497,2016_Jul_08_1050,
6.0,Purple,111,0,298,298,298,m,0.230553865433,2016_Jul_08_1050,
5.0,Orange,111,0,299,299,299,m,0.238872051239,2016_Jul_08_1050,
7.0,DarkGray,111,0,300,300,300,m,0.310781955719,2016_Jul_08_1050,
3.0,Yellow,111,0,301,301,301,m,0.27841591835,2016_Jul_08_1050,
nan,nan,111,0,302,302,302,m,0.254396915436,2016_Jul_08_1050,
9.0,LightPink,111,0,303,303,303,m,0.286829948425,2016_Jul_08_1050,
2.0,Brown,111,0,304,304,304,m,0.310726881027,2016_Jul_08_1050,
4.0,Blue,111,0,305,305,305,m,0.342754840851,2016_Jul_08_1050,
5.0,Red,111,0,306,306,306,m,0.422403097153,2016_Jul_08_1050,
7.0,Green,111,0,307,307,307,m,0.366758108139,2016_Jul_08_1050,
3.0,Yellow,111,0,308,308,308,m,0.430727958679,2016_Jul_08_1050,
9.0,LightPink,111,0,309,309,309,m,0.462564945221,2016_Jul_08_1050,
2.0,Brown,111,0,310,310,310,m,0.502460956573,2016_Jul_08_1050,
4.0,Purple,111,0,311,311,311,,,2016_Jul_08_1050,
1.0,Orange,111,0,312,312,312,,,2016_Jul_08_1050,
nan,nan,111,0,313,313,313,,,2016_Jul_08_1050,
8.0,DarkGray,111,0,314,314,314,m,0.0543241500854,2016_Jul_08_1050,
6.0,Blue,111,0,315,315,315,m,0.0783541202545,2016_Jul_08_1050,
9.0,Red,111,0,316,316,316,m,0.254793167114,2016_Jul_08_1050,
2.0,Green,111,0,317,317,317,m,0.31845998764,2016_Jul_08_1050,
4.0,Purple,111,0,318,318,318,m,0.3824031353,2016_Jul_08_1050,
1.0,Orange,111,0,319,319,319,m,0.358209133148,2016_Jul_08_1050,
8.0,DarkGray,111,0,320,320,320,m,0.566460847855,2016_Jul_08_1050,
nan,nan,111,0,321,321,321,z,0.462403059006,2016_Jul_08_1050,
6.0,Yellow,111,0,322,322,322,m,0.254462003708,2016_Jul_08_1050,
9.0,LightPink,111,0,323,323,323,m,0.302465200424,2016_Jul_08_1050,
2.0,Brown,111,0,324,324,324,m,0.270456075668,2016_Jul_08_1050,
4.0,Blue,111,0,325,325,325,m,0.230112075806,2016_Jul_08_1050,
5.0,Red,111,0,326,326,326,m,0.222529888153,2016_Jul_08_1050,
nan,nan,111,0,327,327,327,m,0.24610710144,2016_Jul_08_1050,
7.0,Green,111,0,328,328,328,m,0.190406084061,2016_Jul_08_1050,
3.0,Purple,111,0,329,329,329,m,0.182408094406,2016_Jul_08_1050,
1.0,Orange,111,0,330,330,330,m,0.286416053772,2016_Jul_08_1050,
8.0,DarkGray,111,0,331,331,331,m,0.310168981552,2016_Jul_08_1050,
6.0,Yellow,111,0,332,332,332,m,0.318224906921,2016_Jul_08_1050,
9.0,LightPink,111,0,333,333,333,m,0.326248884201,2016_Jul_08_1050,
2.0,Brown,111,0,334,334,334,m,0.310529947281,2016_Jul_08_1050,
4.0,Purple,111,0,335,335,335,m,0.286257982254,2016_Jul_08_1050,
1.0,Orange,111,0,336,336,336,m,0.294224023819,2016_Jul_08_1050,
8.0,DarkGray,111,0,337,337,337,m,0.446181058884,2016_Jul_08_1050,
6.0,Yellow,111,0,338,338,338,m,0.525987863541,2016_Jul_08_1050,
9.0,LightPink,111,0,339,339,339,m,0.430122852325,2016_Jul_08_1050,
2.0,Brown,111,0,340,340,340,m,0.333975791931,2016_Jul_08_1050,
4.0,Blue,111,0,341,341,341,m,0.310209035873,2016_Jul_08_1050,
nan,nan,111,0,342,342,342,z,0.43815612793,2016_Jul_08_1050,
5.0,Red,111,0,343,343,343,m,0.358362913132,2016_Jul_08_1050,
7.0,Green,111,0,344,344,344,m,0.237984895706,2016_Jul_08_1050,
3.0,Yellow,111,0,345,345,345,m,0.173938989639,2016_Jul_08_1050,
9.0,LightPink,111,0,346,346,346,m,0.39018702507,2016_Jul_08_1050,
2.0,Brown,111,0,347,347,347,m,0.598186016083,2016_Jul_08_1050,
4.0,Blue,111,0,348,348,348,,,2016_Jul_08_1050,
1.0,Red,111,0,349,349,349,,,2016_Jul_08_1050,
8.0,Green,111,0,350,350,350,m,0.542090177536,2016_Jul_08_1050,
