dot_values,colour_values,participant,.thisRepN,.thisTrialN,.thisN,.thisIndex,response,response_time,date,
nan,nan,113,0,102,102,102,m,0.129297018051,2016_Jul_15_1448,
3.0,Blue,113,0,103,103,103,m,0.089329957962,2016_Jul_15_1448,
1.0,Red,113,0,104,104,104,m,0.121377944946,2016_Jul_15_1448,
8.0,Green,113,0,105,105,105,m,0.0893759727478,2016_Jul_15_1448,
nan,nan,113,0,106,106,106,m,0.0733349323273,2016_Jul_15_1448,
6.0,Yellow,113,0,107,107,107,m,0.0492458343506,2016_Jul_15_1448,
9.0,LightPink,113,0,108,108,108,m,0.0813519954681,2016_Jul_15_1448,
2.0,Brown,113,0,109,109,109,m,0.15311217308,2016_Jul_15_1448,
4.0,Purple,113,0,110,110,110,m,0.297341823578,2016_Jul_15_1448,
5.0,Orange,113,0,111,111,111,m,0.289155960083,2016_Jul_15_1448,
7.0,DarkGray,113,0,112,112,112,m,0.40907907486,2016_Jul_15_1448,
3.0,Yellow,113,0,113,113,113,m,0.313428163528,2016_Jul_15_1448,
9.0,LightPink,113,0,114,114,114,m,0.321244001389,2016_Jul_15_1448,
nan,nan,113,0,115,115,115,z,0.393418073654,2016_Jul_15_1448,
2.0,Brown,113,0,116,116,116,m,0.296998023987,2016_Jul_15_1448,
4.0,Blue,113,0,117,117,117,m,0.233168840408,2016_Jul_15_1448,
nan,nan,113,0,118,118,118,z,0.385130882263,2016_Jul_15_1448,
1.0,Red,113,0,119,119,119,m,0.32132601738,2016_Jul_15_1448,
8.0,Green,113,0,120,120,120,m,0.257273197174,2016_Jul_15_1448,
nan,nan,113,0,121,121,121,m,0.273407936096,2016_Jul_15_1448,
6.0,Purple,113,0,122,122,122,m,0.249436855316,2016_Jul_15_1448,
9.0,Orange,113,0,123,123,123,m,0.225130081177,2016_Jul_15_1448,
2.0,DarkGray,113,0,124,124,124,m,0.168982028961,2016_Jul_15_1448,
4.0,Blue,113,0,125,125,125,m,0.224953889847,2016_Jul_15_1448,
1.0,Red,113,0,126,126,126,m,0.248953819275,2016_Jul_15_1448,
8.0,Green,113,0,127,127,127,m,0.265204906464,2016_Jul_15_1448,
6.0,Yellow,113,0,128,128,128,m,0.281123161316,2016_Jul_15_1448,
nan,nan,113,0,129,129,129,z,0.337157011032,2016_Jul_15_1448,
9.0,LightPink,113,0,130,130,130,m,0.368890047073,2016_Jul_15_1448,
2.0,Brown,113,0,131,131,131,m,0.400877952576,2016_Jul_15_1448,
4.0,Blue,113,0,132,132,132,m,0.377127885818,2016_Jul_15_1448,
nan,nan,113,0,133,133,133,z,0.360991954803,2016_Jul_15_1448,
1.0,Red,113,0,134,134,134,m,0.385035037994,2016_Jul_15_1448,
8.0,Green,113,0,135,135,135,m,0.37682890892,2016_Jul_15_1448,
6.0,Purple,113,0,136,136,136,m,0.408791065216,2016_Jul_15_1448,
5.0,Orange,113,0,137,137,137,m,0.448708057404,2016_Jul_15_1448,
7.0,DarkGray,113,0,138,138,138,m,0.465218067169,2016_Jul_15_1448,
3.0,Blue,113,0,139,139,139,m,0.5207259655,2016_Jul_15_1448,
nan,nan,113,0,140,140,140,z,0.376928091049,2016_Jul_15_1448,
9.0,Red,113,0,141,141,141,m,0.321114063263,2016_Jul_15_1448,
2.0,Green,113,0,142,142,142,m,0.321094989777,2016_Jul_15_1448,
nan,nan,113,0,143,143,143,z,0.344838857651,2016_Jul_15_1448,
4.0,Purple,113,0,144,144,144,m,0.288771152496,2016_Jul_15_1448,
1.0,Orange,113,0,145,145,145,m,0.280719995499,2016_Jul_15_1448,
8.0,DarkGray,113,0,146,146,146,m,0.280859947205,2016_Jul_15_1448,
6.0,Blue,113,0,147,147,147,m,0.272814035416,2016_Jul_15_1448,
5.0,Red,113,0,148,148,148,m,0.280960083008,2016_Jul_15_1448,
7.0,Green,113,0,149,149,149,m,0.280987024307,2016_Jul_15_1448,
3.0,Purple,113,0,150,150,150,m,0.288763999939,2016_Jul_15_1448,
9.0,Orange,113,0,151,151,151,m,0.296940088272,2016_Jul_15_1448,
2.0,DarkGray,113,0,152,152,152,m,0.280993938446,2016_Jul_15_1448,
4.0,Yellow,113,0,153,153,153,m,0.280755996704,2016_Jul_15_1448,
1.0,LightPink,113,0,154,154,154,m,0.264703035355,2016_Jul_15_1448,
8.0,Brown,113,0,155,155,155,m,0.280997991562,2016_Jul_15_1448,
6.0,Purple,113,0,156,156,156,m,0.328788995743,2016_Jul_15_1448,
9.0,Orange,113,0,157,157,157,m,0.304759025574,2016_Jul_15_1448,
nan,nan,113,0,158,158,158,z,0.328869819641,2016_Jul_15_1448,
2.0,DarkGray,113,0,159,159,159,m,0.296928167343,2016_Jul_15_1448,
4.0,Blue,113,0,160,160,160,m,0.312699079514,2016_Jul_15_1448,
5.0,Red,113,0,161,161,161,m,0.328617811203,2016_Jul_15_1448,
7.0,Green,113,0,162,162,162,m,0.360769987106,2016_Jul_15_1448,
nan,nan,113,0,163,163,163,z,0.360907077789,2016_Jul_15_1448,
3.0,Purple,113,0,164,164,164,m,0.336810827255,2016_Jul_15_1448,
9.0,Orange,113,0,165,165,165,m,0.264559984207,2016_Jul_15_1448,
2.0,DarkGray,113,0,166,166,166,m,0.280644893646,2016_Jul_15_1448,
4.0,Yellow,113,0,167,167,167,m,0.240607023239,2016_Jul_15_1448,
5.0,LightPink,113,0,168,168,168,m,0.26472401619,2016_Jul_15_1448,
7.0,Brown,113,0,169,169,169,m,0.264499187469,2016_Jul_15_1448,
3.0,Blue,113,0,170,170,170,m,0.304580926895,2016_Jul_15_1448,
1.0,Red,113,0,171,171,171,m,0.288584947586,2016_Jul_15_1448,
8.0,Green,113,0,172,172,172,m,0.272747039795,2016_Jul_15_1448,
6.0,Yellow,113,0,173,173,173,m,0.256709814072,2016_Jul_15_1448,
5.0,LightPink,113,0,174,174,174,m,0.232647895813,2016_Jul_15_1448,
7.0,Brown,113,0,175,175,175,m,0.304661989212,2016_Jul_15_1448,
3.0,Purple,113,0,176,176,176,m,0.312616109848,2016_Jul_15_1448,
1.0,Orange,113,0,177,177,177,m,0.320596933365,2016_Jul_15_1448,
8.0,DarkGray,113,0,178,178,178,m,0.320750951767,2016_Jul_15_1448,
6.0,Blue,113,0,179,179,179,m,0.320652961731,2016_Jul_15_1448,
9.0,Red,113,0,180,180,180,m,0.328362941742,2016_Jul_15_1448,
2.0,Green,113,0,181,181,181,m,0.304608106613,2016_Jul_15_1448,
4.0,Yellow,113,0,182,182,182,m,0.264643907547,2016_Jul_15_1448,
5.0,LightPink,113,0,183,183,183,m,0.216454029083,2016_Jul_15_1448,
7.0,Brown,113,0,184,184,184,m,0.296549081802,2016_Jul_15_1448,
3.0,Blue,113,0,185,185,185,m,0.312285900116,2016_Jul_15_1448,
1.0,Red,113,0,186,186,186,m,0.288362026215,2016_Jul_15_1448,
8.0,Green,113,0,187,187,187,m,0.29648900032,2016_Jul_15_1448,
6.0,Purple,113,0,188,188,188,m,0.272436857224,2016_Jul_15_1448,
nan,nan,113,0,189,189,189,z,0.456300020218,2016_Jul_15_1448,
9.0,Orange,113,0,190,190,190,m,0.216266870499,2016_Jul_15_1448,
nan,nan,113,0,191,191,191,m,0.184365034103,2016_Jul_15_1448,
2.0,DarkGray,113,0,192,192,192,m,0.240578889847,2016_Jul_15_1448,
4.0,Yellow,113,0,193,193,193,m,0.24050283432,2016_Jul_15_1448,
5.0,LightPink,113,0,194,194,194,m,0.160447120667,2016_Jul_15_1448,
7.0,Brown,113,0,195,195,195,m,0.248376131058,2016_Jul_15_1448,
3.0,Blue,113,0,196,196,196,m,0.192224979401,2016_Jul_15_1448,
9.0,Red,113,0,197,197,197,m,0.2804479599,2016_Jul_15_1448,
2.0,Green,113,0,198,198,198,,,2016_Jul_15_1448,
4.0,Purple,113,0,199,199,199,m,0.200484991074,2016_Jul_15_1448,
1.0,Orange,113,0,200,200,200,m,0.264490842819,2016_Jul_15_1448,
8.0,DarkGray,113,0,201,201,201,m,0.304119110107,2016_Jul_15_1448,
6.0,Blue,113,0,202,202,202,m,0.392510175705,2016_Jul_15_1448,
9.0,Red,113,0,203,203,203,m,0.392011880875,2016_Jul_15_1448,
2.0,Green,113,0,204,204,204,m,0.320235967636,2016_Jul_15_1448,
nan,nan,113,0,205,205,205,z,0.360383987427,2016_Jul_15_1448,
4.0,Purple,113,0,206,206,206,m,0.304419994354,2016_Jul_15_1448,
1.0,Orange,113,0,207,207,207,m,0.40839099884,2016_Jul_15_1448,
nan,nan,113,0,208,208,208,z,0.416024923325,2016_Jul_15_1448,
8.0,DarkGray,113,0,209,209,209,m,0.320392847061,2016_Jul_15_1448,
6.0,Yellow,113,0,210,210,210,m,0.33615899086,2016_Jul_15_1448,
9.0,LightPink,113,0,211,211,211,m,0.336009025574,2016_Jul_15_1448,
2.0,Brown,113,0,212,212,212,m,0.352397203445,2016_Jul_15_1448,
4.0,Purple,113,0,213,213,213,m,0.312330961227,2016_Jul_15_1448,
1.0,Orange,113,0,214,214,214,m,0.320011138916,2016_Jul_15_1448,
8.0,DarkGray,113,0,215,215,215,m,0.30419588089,2016_Jul_15_1448,
nan,nan,113,0,216,216,216,z,0.431972026825,2016_Jul_15_1448,
6.0,Yellow,113,0,217,217,217,m,0.304200172424,2016_Jul_15_1448,
9.0,LightPink,113,0,218,218,218,m,0.264093160629,2016_Jul_15_1448,
2.0,Brown,113,0,219,219,219,m,0.272156953812,2016_Jul_15_1448,
4.0,Blue,113,0,220,220,220,m,0.232119083405,2016_Jul_15_1448,
5.0,Red,113,0,221,221,221,m,0.255816936493,2016_Jul_15_1448,
7.0,Green,113,0,222,222,222,m,0.168043136597,2016_Jul_15_1448,
3.0,Purple,113,0,223,223,223,m,0.127927064896,2016_Jul_15_1448,
nan,nan,113,0,224,224,224,m,0.0558800697327,2016_Jul_15_1448,
9.0,Orange,113,0,225,225,225,,,2016_Jul_15_1448,
2.0,DarkGray,113,0,226,226,226,,,2016_Jul_15_1448,
nan,nan,113,0,227,227,227,z,0.431938886642,2016_Jul_15_1448,
4.0,Blue,113,0,228,228,228,m,0.0638661384583,2016_Jul_15_1448,
5.0,Red,113,0,229,229,229,,,2016_Jul_15_1448,
7.0,Green,113,0,230,230,230,m,0.0320379734039,2016_Jul_15_1448,
3.0,Yellow,113,0,231,231,231,,,2016_Jul_15_1448,
9.0,LightPink,113,0,232,232,232,m,0.0477159023285,2016_Jul_15_1448,
2.0,Brown,113,0,233,233,233,m,0.0881540775299,2016_Jul_15_1448,
4.0,Blue,113,0,234,234,234,m,0.0880229473114,2016_Jul_15_1448,
nan,nan,113,0,235,235,235,m,0.0881159305573,2016_Jul_15_1448,
5.0,Red,113,0,236,236,236,,,2016_Jul_15_1448,
7.0,Green,113,0,237,237,237,,,2016_Jul_15_1448,
3.0,Yellow,113,0,238,238,238,m,0.0721719264984,2016_Jul_15_1448,
9.0,LightPink,113,0,239,239,239,m,0.239834070206,2016_Jul_15_1448,
2.0,Brown,113,0,240,240,240,m,0.43979382515,2016_Jul_15_1448,
4.0,Purple,113,0,241,241,241,,,2016_Jul_15_1448,
5.0,Orange,113,0,242,242,242,,,2016_Jul_15_1448,
7.0,DarkGray,113,0,243,243,243,m,0.479985952377,2016_Jul_15_1448,
nan,nan,113,0,244,244,244,z,0.479922056198,2016_Jul_15_1448,
3.0,Yellow,113,0,245,245,245,m,0.319719076157,2016_Jul_15_1448,
nan,nan,113,0,246,246,246,m,0.247637987137,2016_Jul_15_1448,
9.0,LightPink,113,0,247,247,247,m,0.30383682251,2016_Jul_15_1448,
2.0,Brown,113,0,248,248,248,m,0.247841835022,2016_Jul_15_1448,
4.0,Purple,113,0,249,249,249,m,0.183907032013,2016_Jul_15_1448,
1.0,Orange,113,0,250,250,250,m,0.127840042114,2016_Jul_15_1448,
8.0,DarkGray,113,0,251,251,251,m,0.0718760490417,2016_Jul_15_1448,
6.0,Yellow,113,0,252,252,252,m,0.0718350410461,2016_Jul_15_1448,
5.0,LightPink,113,0,253,253,253,m,0.0635230541229,2016_Jul_15_1448,
7.0,Brown,113,0,254,254,254,m,0.0639381408691,2016_Jul_15_1448,
3.0,Blue,113,0,255,255,255,,,2016_Jul_15_1448,
1.0,Red,113,0,256,256,256,,,2016_Jul_15_1448,
8.0,Green,113,0,257,257,257,,,2016_Jul_15_1448,
6.0,Purple,113,0,258,258,258,,,2016_Jul_15_1448,
nan,nan,113,0,259,259,259,z,0.367867946625,2016_Jul_15_1448,
9.0,Orange,113,0,260,260,260,,,2016_Jul_15_1448,
2.0,DarkGray,113,0,261,261,261,m,0.535673141479,2016_Jul_15_1448,
4.0,Blue,113,0,262,262,262,m,0.359708070755,2016_Jul_15_1448,
5.0,Red,113,0,263,263,263,m,0.303633928299,2016_Jul_15_1448,
7.0,Green,113,0,264,264,264,m,0.239595890045,2016_Jul_15_1448,
3.0,Yellow,113,0,265,265,265,m,0.14358997345,2016_Jul_15_1448,
9.0,LightPink,113,0,266,266,266,m,0.0557141304016,2016_Jul_15_1448,
2.0,Brown,113,0,267,267,267,,,2016_Jul_15_1448,
4.0,Purple,113,0,268,268,268,m,0.559320926666,2016_Jul_15_1448,
5.0,Orange,113,0,269,269,269,m,0.463575124741,2016_Jul_15_1448,
7.0,DarkGray,113,0,270,270,270,m,0.35949921608,2016_Jul_15_1448,
3.0,Yellow,113,0,271,271,271,m,0.263751983643,2016_Jul_15_1448,
1.0,LightPink,113,0,272,272,272,m,0.159399032593,2016_Jul_15_1448,
8.0,Brown,113,0,273,273,273,m,0.0636720657349,2016_Jul_15_1448,
nan,nan,113,0,274,274,274,z,0.399629116058,2016_Jul_15_1448,
6.0,Blue,113,0,275,275,275,,,2016_Jul_15_1448,
9.0,Red,113,0,276,276,276,m,0.551620960236,2016_Jul_15_1448,
2.0,Green,113,0,277,277,277,m,0.407445907593,2016_Jul_15_1448,
4.0,Yellow,113,0,278,278,278,m,0.255393981934,2016_Jul_15_1448,
5.0,LightPink,113,0,279,279,279,m,0.135284900665,2016_Jul_15_1448,
7.0,Brown,113,0,280,280,280,m,0.0314710140228,2016_Jul_15_1448,
3.0,Blue,113,0,281,281,281,m,0.455461025238,2016_Jul_15_1448,
9.0,Red,113,0,282,282,282,m,0.231222867966,2016_Jul_15_1448,
2.0,Green,113,0,283,283,283,,,2016_Jul_15_1448,
4.0,Yellow,113,0,284,284,284,m,0.567275047302,2016_Jul_15_1448,
1.0,LightPink,113,0,285,285,285,m,0.567579984665,2016_Jul_15_1448,
8.0,Brown,113,0,286,286,286,,,2016_Jul_15_1448,
6.0,Blue,113,0,287,287,287,m,0.495296001434,2016_Jul_15_1448,
5.0,Red,113,0,288,288,288,m,0.31940984726,2016_Jul_15_1448,
7.0,Green,113,0,289,289,289,m,0.215374946594,2016_Jul_15_1448,
nan,nan,113,0,290,290,290,m,0.0231640338898,2016_Jul_15_1448,
3.0,Purple,113,0,291,291,291,m,0.543450117111,2016_Jul_15_1448,
9.0,Orange,113,0,292,292,292,m,0.367279052734,2016_Jul_15_1448,
2.0,DarkGray,113,0,293,293,293,m,0.215337991714,2016_Jul_15_1448,
nan,nan,113,0,294,294,294,m,0.0632979869843,2016_Jul_15_1448,
4.0,Blue,113,0,295,295,295,m,0.551451921463,2016_Jul_15_1448,
1.0,Red,113,0,296,296,296,m,0.327110052109,2016_Jul_15_1448,
8.0,Green,113,0,297,297,297,m,0.143424987793,2016_Jul_15_1448,
6.0,Purple,113,0,298,298,298,m,0.0311629772186,2016_Jul_15_1448,
5.0,Orange,113,0,299,299,299,m,0.0230741500854,2016_Jul_15_1448,
7.0,DarkGray,113,0,300,300,300,m,0.102998018265,2016_Jul_15_1448,
3.0,Yellow,113,0,301,301,301,,,2016_Jul_15_1448,
9.0,LightPink,113,0,302,302,302,,,2016_Jul_15_1448,
nan,nan,113,0,303,303,303,z,0.478996992111,2016_Jul_15_1448,
2.0,Brown,113,0,304,304,304,m,0.0712060928345,2016_Jul_15_1448,
4.0,Purple,113,0,305,305,305,m,0.0232191085815,2016_Jul_15_1448,
5.0,Orange,113,0,306,306,306,m,0.471219062805,2016_Jul_15_1448,
7.0,DarkGray,113,0,307,307,307,m,0.342987060547,2016_Jul_15_1448,
3.0,Blue,113,0,308,308,308,m,0.16724896431,2016_Jul_15_1448,
1.0,Red,113,0,309,309,309,m,0.127289056778,2016_Jul_15_1448,
nan,nan,113,0,310,310,310,z,0.447038888931,2016_Jul_15_1448,
8.0,Green,113,0,311,311,311,,,2016_Jul_15_1448,
6.0,Purple,113,0,312,312,312,m,0.423336982727,2016_Jul_15_1448,
9.0,Orange,113,0,313,313,313,m,0.295020103455,2016_Jul_15_1448,
2.0,DarkGray,113,0,314,314,314,m,0.142921924591,2016_Jul_15_1448,
nan,nan,113,0,315,315,315,m,0.0151078701019,2016_Jul_15_1448,
4.0,Blue,113,0,316,316,316,,,2016_Jul_15_1448,
5.0,Red,113,0,317,317,317,m,0.583165168762,2016_Jul_15_1448,
7.0,Green,113,0,318,318,318,m,0.454993009567,2016_Jul_15_1448,
nan,nan,113,0,319,319,319,z,0.382833957672,2016_Jul_15_1448,
3.0,Purple,113,0,320,320,320,m,0.510854959488,2016_Jul_15_1448,
1.0,Orange,113,0,321,321,321,m,0.335011959076,2016_Jul_15_1448,
8.0,DarkGray,113,0,322,322,322,m,0.231066942215,2016_Jul_15_1448,
6.0,Yellow,113,0,323,323,323,m,0.151234865189,2016_Jul_15_1448,
9.0,LightPink,113,0,324,324,324,m,0.0308527946472,2016_Jul_15_1448,
2.0,Brown,113,0,325,325,325,m,0.558807849884,2016_Jul_15_1448,
4.0,Blue,113,0,326,326,326,m,0.43880200386,2016_Jul_15_1448,
1.0,Red,113,0,327,327,327,m,0.319000005722,2016_Jul_15_1448,
8.0,Green,113,0,328,328,328,m,0.287128925323,2016_Jul_15_1448,
6.0,Purple,113,0,329,329,329,m,0.270908117294,2016_Jul_15_1448,
5.0,Orange,113,0,330,330,330,m,0.335119962692,2016_Jul_15_1448,
7.0,DarkGray,113,0,331,331,331,m,0.367111206055,2016_Jul_15_1448,
nan,nan,113,0,332,332,332,z,0.438972949982,2016_Jul_15_1448,
3.0,Yellow,113,0,333,333,333,m,0.335067033768,2016_Jul_15_1448,
1.0,LightPink,113,0,334,334,334,m,0.374779939651,2016_Jul_15_1448,
8.0,Brown,113,0,335,335,335,m,0.37501001358,2016_Jul_15_1448,
6.0,Purple,113,0,336,336,336,m,0.438858985901,2016_Jul_15_1448,
5.0,Orange,113,0,337,337,337,m,0.399047136307,2016_Jul_15_1448,
nan,nan,113,0,338,338,338,z,0.406858921051,2016_Jul_15_1448,
7.0,DarkGray,113,0,339,339,339,m,0.319122076035,2016_Jul_15_1448,
3.0,Yellow,113,0,340,340,340,m,0.326620101929,2016_Jul_15_1448,
1.0,LightPink,113,0,341,341,341,m,0.319035053253,2016_Jul_15_1448,
8.0,Brown,113,0,342,342,342,m,0.34284901619,2016_Jul_15_1448,
6.0,Blue,113,0,343,343,343,m,0.318741083145,2016_Jul_15_1448,
9.0,Red,113,0,344,344,344,m,0.310796022415,2016_Jul_15_1448,
2.0,Green,113,0,345,345,345,m,0.334915876389,2016_Jul_15_1448,
4.0,Purple,113,0,346,346,346,m,0.294742107391,2016_Jul_15_1448,
1.0,Orange,113,0,347,347,347,m,0.230939149857,2016_Jul_15_1448,
8.0,DarkGray,113,0,348,348,348,m,0.310658931732,2016_Jul_15_1448,
nan,nan,113,0,349,349,349,z,0.358808994293,2016_Jul_15_1448,
6.0,Blue,113,0,350,350,350,m,0.214750051498,2016_Jul_15_1448,
