,d1,d2,d3,c1,c2,c3,participant
114,5,7,3,Blue,Red,Green,1
115,1,8,6,Purple,Orange,Gray,1
116,9,2,4,Blue,Red,Green,1
117,5,7,3,Purple,Orange,Gray,1
118,9,2,4,Yellow,Pink,Brown,1
119,5,7,3,Purple,Orange,Gray,1
120,1,8,6,Yellow,Pink,Brown,1
121,9,2,4,Purple,Orange,Gray,1
122,1,8,6,Blue,Red,Green,1
123,9,2,4,Yellow,Pink,Brown,1
124,5,7,3,Purple,Orange,Gray,1
125,1,8,6,Blue,Red,Green,1
126,9,2,4,Yellow,Pink,Brown,1
127,1,8,6,Purple,Orange,Gray,1
128,5,7,3,Yellow,Pink,Brown,1
129,9,2,4,Blue,Red,Green,1
130,5,7,3,Yellow,Pink,Brown,1
131,1,8,6,Purple,Orange,Gray,1
132,9,2,4,Yellow,Pink,Brown,1
133,1,8,6,Blue,Red,Green,1
134,9,2,4,Purple,Orange,Gray,1
