,d1,d2,d3,c1,c2,c3,participant
48,9,2,4,Yellow,Pink,Brown,3
49,1,8,6,Blue,Red,Green,3
50,5,7,3,Purple,Orange,Gray,3
51,1,8,6,Yellow,Pink,Brown,3
52,9,2,4,Purple,Orange,Gray,3
53,1,8,6,Yellow,Pink,Brown,3
54,5,7,3,Blue,Red,Green,3
55,1,8,6,Purple,Orange,Gray,3
56,9,2,4,Yellow,Pink,Brown,3
57,1,8,6,Purple,Orange,Gray,3
58,5,7,3,Blue,Red,Green,3
59,9,2,4,Yellow,Pink,Brown,3
60,5,7,3,Purple,Orange,Gray,3
61,1,8,6,Blue,Red,Green,3
62,5,7,3,Yellow,Pink,Brown,3
63,9,2,4,Blue,Red,Green,3
64,5,7,3,Yellow,Pink,Brown,3
65,1,8,6,Blue,Red,Green,3
66,5,7,3,Yellow,Pink,Brown,3
67,1,8,6,Purple,Orange,Gray,3
68,9,2,4,Yellow,Pink,Brown,3
69,5,7,3,Blue,Red,Green,3
70,1,8,6,Purple,Orange,Gray,3
71,9,2,4,Yellow,Pink,Brown,3
72,1,8,6,Purple,Orange,Gray,3
73,5,7,3,Yellow,Pink,Brown,3
74,1,8,6,Blue,Red,Green,3
75,9,2,4,Purple,Orange,Gray,3
76,5,7,3,Blue,Red,Green,3
77,1,8,6,Yellow,Pink,Brown,3
78,9,2,4,Blue,Red,Green,3
79,1,8,6,Yellow,Pink,Brown,3
80,5,7,3,Purple,Orange,Gray,3
81,9,2,4,Blue,Red,Green,3
82,5,7,3,Yellow,Pink,Brown,3
83,9,2,4,Purple,Orange,Gray,3
84,5,7,3,Blue,Red,Green,3
85,1,8,6,Purple,Orange,Gray,3
86,5,7,3,Blue,Red,Green,3
87,9,2,4,Yellow,Pink,Brown,3
88,1,8,6,Blue,Red,Green,3
89,5,7,3,Purple,Orange,Gray,3
90,9,2,4,Yellow,Pink,Brown,3
91,5,7,3,Blue,Red,Green,3
92,9,2,4,Purple,Orange,Gray,3
93,5,7,3,Blue,Red,Green,3
94,1,8,6,Purple,Orange,Gray,3
95,9,2,4,Blue,Red,Green,3
96,5,7,3,Purple,Orange,Gray,3
97,9,2,4,Blue,Red,Green,3
98,5,7,3,Yellow,Pink,Brown,3
99,9,2,4,Blue,Red,Green,3
100,5,7,3,Purple,Orange,Gray,3
101,9,2,4,Yellow,Pink,Brown,3
102,5,7,3,Purple,Orange,Gray,3
103,9,2,4,Yellow,Pink,Brown,3
104,5,7,3,Blue,Red,Green,3
105,9,2,4,Purple,Orange,Gray,3
106,1,8,6,Blue,Red,Green,3
107,5,7,3,Purple,Orange,Gray,3
108,1,8,6,Blue,Red,Green,3
109,9,2,4,Purple,Orange,Gray,3
110,5,7,3,Yellow,Pink,Brown,3
111,1,8,6,Blue,Red,Green,3
112,9,2,4,Yellow,Pink,Brown,3
113,1,8,6,Purple,Orange,Gray,3
114,5,7,3,Yellow,Pink,Brown,3
115,9,2,4,Blue,Red,Green,3
116,1,8,6,Purple,Orange,Gray,3
117,9,2,4,Yellow,Pink,Brown,3
118,1,8,6,Purple,Orange,Gray,3
119,9,2,4,Blue,Red,Green,3
120,1,8,6,Yellow,Pink,Brown,3
121,9,2,4,Blue,Red,Green,3
122,1,8,6,Yellow,Pink,Brown,3
123,5,7,3,Purple,Orange,Gray,3
124,9,2,4,Yellow,Pink,Brown,3
125,1,8,6,Purple,Orange,Gray,3
126,5,7,3,Blue,Red,Green,3
127,9,2,4,Purple,Orange,Gray,3
128,1,8,6,Yellow,Pink,Brown,3
129,5,7,3,Purple,Orange,Gray,3
130,1,8,6,Blue,Red,Green,3
131,9,2,4,Yellow,Pink,Brown,3
132,5,7,3,Blue,Red,Green,3
133,1,8,6,Yellow,Pink,Brown,3
134,5,7,3,Blue,Red,Green,3
