,d1,d2,d3,c1,c2,c3,participant
92,9,2,4,Purple,Orange,Gray,7
93,5,7,3,Yellow,Pink,Brown,7
94,1,8,6,Purple,Orange,Gray,7
95,5,7,3,Blue,Red,Green,7
96,1,8,6,Yellow,Pink,Brown,7
97,5,7,3,Blue,Red,Green,7
98,1,8,6,Yellow,Pink,Brown,7
99,5,7,3,Blue,Red,Green,7
100,9,2,4,Yellow,Pink,Brown,7
101,1,8,6,Blue,Red,Green,7
102,9,2,4,Yellow,Pink,Brown,7
103,1,8,6,Purple,Orange,Gray,7
104,9,2,4,Yellow,Pink,Brown,7
105,5,7,3,Purple,Orange,Gray,7
106,9,2,4,Blue,Red,Green,7
107,1,8,6,Purple,Orange,Gray,7
108,9,2,4,Yellow,Pink,Brown,7
109,5,7,3,Blue,Red,Green,7
110,9,2,4,Purple,Orange,Gray,7
111,5,7,3,Blue,Red,Green,7
112,9,2,4,Purple,Orange,Gray,7
113,5,7,3,Yellow,Pink,Brown,7
114,1,8,6,Purple,Orange,Gray,7
115,9,2,4,Blue,Red,Green,7
116,1,8,6,Purple,Orange,Gray,7
117,9,2,4,Yellow,Pink,Brown,7
118,5,7,3,Blue,Red,Green,7
119,1,8,6,Yellow,Pink,Brown,7
120,5,7,3,Blue,Red,Green,7
121,1,8,6,Yellow,Pink,Brown,7
122,5,7,3,Purple,Orange,Gray,7
123,9,2,4,Yellow,Pink,Brown,7
124,5,7,3,Purple,Orange,Gray,7
125,9,2,4,Blue,Red,Green,7
126,1,8,6,Purple,Orange,Gray,7
127,5,7,3,Yellow,Pink,Brown,7
128,9,2,4,Blue,Red,Green,7
129,5,7,3,Yellow,Pink,Brown,7
130,9,2,4,Purple,Orange,Gray,7
131,1,8,6,Blue,Red,Green,7
132,9,2,4,Yellow,Pink,Brown,7
133,1,8,6,Purple,Orange,Gray,7
134,9,2,4,Yellow,Pink,Brown,7
